"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Rwanda","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","74744",""
"Rwanda","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1992136",""
"Rwanda","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1934397",""
"Rwanda","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1433495",""
"Rwanda","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1800972",""
"Rwanda","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1447573",""
"Rwanda","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","2375825",""
"Rwanda","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","2265409",""
"Rwanda","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1598100",""
"Rwanda","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","2007228",""
"Rwanda","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1635969",""
"Rwanda","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1129349",""
"Rwanda","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","833617",""
"Rwanda","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","449294",""
"Rwanda","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","627932",""
"Rwanda","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","587383",""
"Rwanda","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","2361278",""
"Rwanda","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1899023",""
"Rwanda","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1218017",""
"Rwanda","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1651192",""
"Rwanda","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1464074",""
"Rwanda","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","93448",""
"Rwanda","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","86325",""
"Rwanda","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","57782",""
"Rwanda","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","83889",""
"Rwanda","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","60479",""
"Sahrawi","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","68058",""
"Sahrawi","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","54595",""
"Sahrawi","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","49515",""
"Sahrawi","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","43350",""
"Sahrawi","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","35098",""
"Sahrawi","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","80982",""
"Sahrawi","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","64769",""
"Sahrawi","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","57311",""
"Sahrawi","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","49269",""
"Sahrawi","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","40099",""
"Sahrawi","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","42880",""
"Sahrawi","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","31044",""
"Sahrawi","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","23499",""
"Sahrawi","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","19311",""
"Sahrawi","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","16291",""
"Sahrawi","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","134173",""
"Sahrawi","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","90902",""
"Sahrawi","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","71228",""
"Sahrawi","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","58585",""
"Sahrawi","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","48292",""
"Sahrawi","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","4684",""
"Sahrawi","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","4000",""
"Sahrawi","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","2949",""
"Sahrawi","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","2627",""
"Sahrawi","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","2451",""
"Sahrawi","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","70440",""
"Sahrawi","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","56400",""
"Sahrawi","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","51054",""
"Sahrawi","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","44535",""
"Sahrawi","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","35838",""
"Sahrawi","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","83977",""
"Sahrawi","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","66929",""
"Sahrawi","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","59128",""
"Sahrawi","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","50689",""
"Sahrawi","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","40909",""
"Sahrawi","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","45774",""
"Sahrawi","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","32923",""
"Sahrawi","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","24836",""
"Sahrawi","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","20487",""
"Sahrawi","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","17279",""
"Sahrawi","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","157577",""
"Sahrawi","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","105544",""
"Sahrawi","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","81117",""
"Sahrawi","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","68531",""
"Sahrawi","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","58941",""
"Sahrawi","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","5496",""
"Sahrawi","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","3873",""
"Sahrawi","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","3166",""
"Sahrawi","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","3148",""
"Sahrawi","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","2995",""
"Saint Lucia","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","22250",""
"Saint Lucia","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","23320",""
"Saint Lucia","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","25226",""
"Saint Lucia","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","25129",""
"Saint Lucia","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","25376",""
"Saint Lucia","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","27151",""
"Saint Lucia","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","28463",""
"Saint Lucia","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","29961",""
"Saint Lucia","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","29676",""
"Saint Lucia","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","30005",""
"Saint Lucia","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","16482",""
"Saint Lucia","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","15109",""
"Saint Lucia","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","14635",""
"Saint Lucia","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","14044",""
"Saint Lucia","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","13504",""
"Saint Lucia","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","53275",""
"Saint Lucia","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","48300",""
"Saint Lucia","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","43352",""
"Saint Lucia","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","39354",""
"Saint Lucia","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","35259",""
"Saint Lucia","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","6470",""
"Saint Lucia","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","5973",""
"Saint Lucia","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","5751",""
"Saint Lucia","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","5528",""
