Year,ID Type,Degree,Secondary concentration,Language,Coding skills,Gender,Age,Secondary languages,How often do you write code?,What kind(s) of computer(s) do you own?,What operating system(s) do you run on your computer(s)?,Programming experience,State,Country
2012,Harvard College,Computer Science,Mathematical Sciences,C,3,Male,18 to 24,"C, JavaScript, HTML / CSS, PHP, VB / VBScript",Two or more times per month,Laptop,"Windows 7, Mac OS",Less than 6 months,,Kenya
2012,Harvard College,Mathematics,Computer Science,BASIC,3,Male,18 to 24,C,Weekly,Laptop,Windows Vista,Between 6 months and 1 year,NY,USA
2012,Harvard College,Visual and Environmental Studies,Computer Science,HTML / CSS,3,Male,18 to 24,"C, HTML / CSS, PHP",Once per month,Laptop,Mac OS,Between 6 months and 1 year,NJ,USA
2012,Harvard College,Economics,Computer Science,C,3,Male,18 to 24,"Java, HTML / CSS",Less than once per month,Laptop,Mac OS,Over 3 years,PA,USA
2012,Harvard College,Neurobiology,Computer Science,PHP,4,Female,18 to 24,"C, Java, JavaScript, HTML / CSS, PHP, SQL",Weekly,Laptop,Mac OS,Between 6 months and 1 year,TX,USA
2012,Harvard College,Computer Science,N/A,Java,5,Male,18 to 24,"C, Java, JavaScript, HTML / CSS, PHP, Ruby, SQL",Daily,Laptop,Linux,Over 3 years,VI,USA
2012,Harvard College,OEB,Computer Science,C,2,Female,18 to 24,"JavaScript, HTML / CSS, PHP, SQL",Weekly,Laptop,Mac OS,Less than 6 months,MA,USA
2012,DCE,Psychology,N/A,JavaScript,3,Male,18 to 24,"HTML / CSS, PHP",Daily,"Desktop, Laptop","Windows 7, Mac OS, Linux",Between 6 months and 1 year,MA,USA
2012,DCE,Information Systems Management,Software Engineering,C#,4,Male,25 to 44,"C#, Java, JavaScript, HTML / CSS, PHP, Ruby, SQL, VB / VBScript",Weekly,Laptop,"Windows 7, Mac OS",Over 3 years,MA,USA
2012,DCE,Electrical Engineering,N/A,C#,4,Female,25 to 44,"HTML / CSS, Perl",Daily,Laptop,Windows 7,Over 3 years,MA,USA
2012,Harvard College,Computer Science,N/A,Java,4,Male,18 to 24,"C, Java, JavaScript, HTML / CSS",Weekly,"Desktop, Laptop",Windows 7,Over 3 years,CA,USA
2012,DCE,Mathematics,N/A,Java,3,Male,25 to 44,"C, Java",Less than once per month,"Desktop, Laptop","Windows XP, Mac OS",Over 3 years,BC,Canada
2012,Harvard College,Computer Science,N/A,Python,5,Male,18 to 24,"C, Java, JavaScript, HTML / CSS, PHP, Python, SQL",Daily,Laptop,"Windows 7, Linux",1 to 3 years,NY,USA
2012,Harvard College,Law & Society,Economics,PHP,4,Male,25 to 44,"C, JavaScript, HTML / CSS, PHP, SQL",Daily,"Desktop, Laptop","Windows XP, Mac OS",1 to 3 years,MA,USA
2012,Harvard College,Applied Mathematics,Government,C,2,Male,18 to 24,"C, HTML / CSS, PHP, SQL",Two or more times per month,Laptop,"Windows 7, Mac OS",Between 6 months and 1 year,,Australia
2012,Harvard College,Computer Science,N/A,Ruby,4,Male,18 to 24,"C, Java, JavaScript, HTML / CSS, PHP, Python, Ruby",Weekly,Laptop,Windows 7,1 to 3 years,MO,USA
2012,DCE,N/A,N/A,Java,5,N/A,N/A,"JavaScript, HTML / CSS, Perl",Weekly,Laptop,"Windows 7, Mac OS",1 to 3 years,MA,USA
2012,Harvard College,Physics and Mathematics,Computer Science,BASIC,4,Male,18 to 24,C,Daily,Laptop,Windows 7,1 to 3 years,"CT
",USA
2012,DCE,N/A,N/A,Perl,4,Female,25 to 44,"C, Java, PHP, SQL",Weekly,"Desktop, Laptop",Linux,Over 3 years,MA,USA
2012,Harvard College,Statistics,Computer Science,Python,4,Male,18 to 24,"C, Java, Perl",Weekly,Laptop,"Windows XP, Mac OS",1 to 3 years,MN,USA
2012,Harvard College,Sociology,Computer Science,PHP,4,Male,18 to 24,"C, JavaScript, HTML / CSS, PHP, SQL",Two or more times per month,Desktop,Mac OS,Between 6 months and 1 year,DE,USA
2012,DCE,N/A,N/A,C,2,Male,25 to 44,"HTML / CSS, PHP",Two or more times per month,Laptop,Mac OS,Less than 6 months,MA,USA
2012,Harvard College,Information Technology,Information management systems,Java,3,Male,25 to 44,"BASIC, Java, JavaScript, HTML / CSS",Once per month,"Desktop, Laptop","Windows XP, Windows 7, Mac OS",Less than 6 months,MA,USA
2012,Harvard College,Statistics,N/A,BASIC,2,Female,18 to 24,R (I don't know BASIC),Two or more times per month,Laptop,Windows 7,Less than 6 months,,South Korea
2012,Harvard College,Earth and Planetary Sciences,N/A,Python,5,Female,25 to 44,"C, Matlab",Daily,Laptop,Mac OS,Over 3 years,CA,USA
2012,Harvard College,Applied Mathematics,Computer Science,C++,3,Male,18 to 24,"C++, Java, JavaScript, HTML / CSS, PHP, SQL",Less than once per month,Laptop,Windows 7,1 to 3 years,NY,USA
2012,Harvard College,Applied Mathematics,Computer Science,HTML / CSS,3,Male,18 to 24,"C, HTML / CSS, PHP",Once per month,Laptop,Mac OS,1 to 3 years,VI,USA
2012,Harvard College,Statistics,N/A,C,4,Male,25 to 44,"C#, Python, R",Weekly,Laptop,Mac OS,Over 3 years,TX,USA
2012,DCE,Information Technology,N/A,C++,2,Female,N/A,"Java, JavaScript, HTML / CSS, VB / VBScript",Less than once per month,Laptop,Mac OS,1 to 3 years,IL,USA
2012,DCE,Information Technology,N/A,C++,3,Male,25 to 44,"BASIC, software testing languages (e.g. 4test)",Less than once per month,"Desktop, Laptop",Windows Vista,Over 3 years,MA,USA
2012,Harvard College,Sociology,N/A,C,3,Female,18 to 24,"HTML / CSS, PHP",Less than once per month,Laptop,Windows Vista,Between 6 months and 1 year,NY,USA
2012,Harvard College,Architecture,East Asian Studies,VB / VBScript,3,Male,18 to 24,HTML / CSS,Once per month,"Desktop, Laptop","Windows Vista, Windows 7, Mac OS",Less than 6 months,NE,USA
2012,DCE,Architecture,N/A,C#,1,Female,18 to 24,"C#, Grasshopper",Two or more times per month,"Desktop, Laptop","Windows XP, Windows 7, Mac OS",Less than 6 months,BC,Canada
2012,Harvard College,N/A,N/A,BASIC,1,Male,25 to 44,BASIC,Less than once per month,Laptop,Windows 7,Over 3 years,,Bangladesh
2012,DCE,Information Management Systems,N/A,Java,4,Male,18 to 24,"Java, HTML / CSS, Perl, PHP, Python, SQL",Two or more times per month,"Desktop, Laptop","Windows Vista, Windows 7, Linux",Over 3 years,CA,USA
2012,DCE,Business,Information Technology,SQL,4,Female,25 to 44,"C, JavaScript, HTML / CSS, VB / VBScript",Daily,Laptop,"Windows XP, Windows 7",Over 3 years,MA,USA
2012,DCE,Digital arts and design,N/A,BASIC,2,Male,45 to 64,"C, HTML / CSS",Less than once per month,"Desktop, Laptop",Mac OS,1 to 3 years,QC,Canada
2012,Harvard College,Physics,Computer Science,C,4,Female,18 to 24,"C++, Java, JavaScript, HTML / CSS, PHP, Ruby, SQL",Less than once per month,Laptop,"Windows 7, Linux",1 to 3 years,,Singapore
2012,Harvard College,Architecture,Sustainable Design,Python,1,Male,25 to 44,none,Less than once per month,Laptop,Windows 7,Less than 6 months,,Spain
2012,Harvard College,Economics,Psychology,PHP,2,Female,18 to 24,"C, JavaScript, HTML / CSS, SQL",Less than once per month,Laptop,Windows 7,1 to 3 years,NY,USA
2012,Harvard College,Government,Economy,C,1,Male,18 to 24,none,Less than once per month,Laptop,Windows 7,Less than 6 months,CA,USA
2012,DCE,Digital arts and design,N/A,HTML / CSS,3,Male,25 to 44,"C++, JavaScript, HTML / CSS, Perl, SQL",Once per month,Laptop,Windows 7,Between 6 months and 1 year,NH,USA
2012,Harvard College,Economics,Computer Science,Java,2,Female,18 to 24,"C, C++, Java",Two or more times per month,Laptop,Mac OS,Between 6 months and 1 year,CA,USA
2012,DCE,ALM Information Technology Information Management Systems,N/A,Perl,3,Male,25 to 44,"C, C#, Java, JavaScript, HTML / CSS, LISP, Ruby, SQL, VB / VBScript",Weekly,Laptop,"Windows 7, Linux",Over 3 years,MA,USA
2012,DCE,Economics,Statistics,SQL,1,Female,25 to 44,"BASIC, VB / VBScript",Less than once per month,Laptop,"Windows 7, Mac OS",Less than 6 months,MA,USA
2012,Harvard College,MPA/ID,N/A,Python,2,Male,25 to 44,None,Weekly,Laptop,Windows 7,1 to 3 years,RI,USA
2012,Harvard College,Linguistics,N/A,VB / VBScript,2,Male,18 to 24,"C, HTML / CSS, Scheme, OCaml",Once per month,Laptop,"Windows XP, Mac OS, Linux",1 to 3 years,OH,USA
2012,Harvard College,Special Concetration: Geospatial and Quantitative History,N/A,PHP,3,Male,18 to 24,"C, JavaScript, PHP, SQL",Weekly,Laptop,Mac OS,Less than 6 months,IL,USA
2012,DCE,Computer Science,Biology,PHP,5,Male,25 to 44,"C, C++, Java, JavaScript, HTML / CSS, LISP, Perl, PHP, Python, Ruby, SQL, VB / VBScript, Take your pick ;)",Daily,Laptop,"Windows Vista, Linux",Over 3 years,MA,USA
2012,Harvard College,Digital arts and design,N/A,BASIC,3,Male,25 to 44,"C++, JavaScript, HTML / CSS",Once per month,Laptop,Windows 7,Less than 6 months,NH,USA
2012,Harvard College,"Mind, Brain, and Education",N/A,HTML / CSS,2,Female,18 to 24,"JavaScript, HTML / CSS",Once per month,Laptop,Windows Vista,Less than 6 months,MA,USA
2012,Harvard College,Computer Science,"Mind, Brain, Behavior",Python,4,Female,18 to 24,C,Two or more times per month,Laptop,Mac OS,1 to 3 years,NC,USA
2012,DCE,ALM Information Technology,Information management systems,Perl,2,Male,25 to 44,"BASIC, Java, JavaScript, HTML / CSS, PHP, Python, SQL, Unix shell scripting",Weekly,"Desktop, Laptop","Windows 7, Mac OS, Linux",Between 6 months and 1 year,IL,USA
2012,Harvard College,History of Art and Architecture,Computer Science,C,3,Female,18 to 24,"Java, JavaScript, HTML / CSS, PHP, SQL",Once per month,Laptop,Windows Vista,Between 6 months and 1 year,CA,USA
2012,Harvard College,Engineering Sciences,Computer Science,C,3,Male,18 to 24,"C, C++, Java, JavaScript, HTML / CSS, PHP",Less than once per month,Laptop,Mac OS,Between 6 months and 1 year,TX,USA
2012,DCE,Computer Science,N/A,C#,5,Male,25 to 44,"BASIC, C, C++, C#, Java, JavaScript, HTML / CSS, Perl, PHP, Python, SQL, VB / VBScript",Daily,Laptop,Windows XP,Over 3 years,NJ,USA
2012,DCE,Information Technology,N/A,SQL,2,Male,25 to 44,"BASIC, Java, JavaScript, HTML / CSS, SQL, VB / VBScript",Less than once per month,Laptop,Windows 7,Over 3 years,TN ,USA
2012,Harvard College,Economics,Computer Science,Python,3,Male,18 to 24,"C, JavaScript, HTML / CSS, PHP",Weekly,Laptop,Mac OS,Less than 6 months,PA,USA
2013,DCE,Information Technology,None,Java,3,Male,25 to 44,"Java, JavaScript, HTML / CSS, Perl, Python, Ruby, SQL",Two or more times per month,Laptop,"Windows 7, Windows 8, Mac OS, Linux / Unix",1 to 3 years,KY,USA
2013,DCE,Industrial Management,Accounting,PHP,4,Male,45 to 64,"BASIC, Java, HTML / CSS, PHP, SQL, VB / VBScript, VBA",Less than once per month,"Desktop, Laptop","Windows 7, Mac OS",Over 3 years,,Saudi Arabia
2013,DCE,ALM in IT,-,Ruby,5,Male,25 to 44,"C, C++, C#, Java, JavaScript, HTML / CSS, PHP, Python, Ruby, SQL",Weekly,"Desktop, Laptop","Windows Vista, Mac OS, Linux / Unix",Over 3 years,,Switzerland
2013,Harvard College,Computer Science,Undecided,C,4,Male,18 to 24,"C, Java, JavaScript, HTML / CSS, PHP, SQL",Daily,Laptop,Mac OS,1 to 3 years,NY,USA
2013,DCE,NA,NA,Python,3,Male,25 to 44,"C, HTML / CSS, PHP, Python, SQL",Weekly,"Desktop, Laptop","Windows 7, Mac OS, Linux / Unix",Between 6 months and 1 year,MA,USA
2013,DCE,"Computer science, though not currently a degree candidate",NA,C,4,Male,25 to 44,"C, JavaScript, HTML / CSS, PHP, SQL, Objective C and ActionScript are my primary languages currently",Daily,Laptop,"Mac OS, Linux / Unix",1 to 3 years,MA,USA
2013,DCE,Mathematics and Computation,none,Java,5,Female,25 to 44,"C#, JavaScript, HTML / CSS, Ruby, SQL",Daily,"Desktop, Laptop","Windows XP, Mac OS",Over 3 years,MA,USA
2013,DCE,Data Visualization? Not sure what is being asked.,N/A?,JavaScript,5,Male,25 to 44,"C, C++, Java, JavaScript, HTML / CSS, Python",Daily,"Desktop, Laptop","Windows 7, Mac OS, Linux / Unix",Over 3 years,CA,USA
2013,DCE,Digital Media,NA,PHP,5,Female,25 to 44,"Java, JavaScript, HTML / CSS, SQL",Daily,Laptop,Mac OS,Over 3 years,MA,USA
2013,DCE,Computer Science,none,Java,5,I prefer not to disclose,I prefer not to disclose,"BASIC, C, JavaScript, HTML / CSS, Perl, PHP, objective c",Two or more times per month,"Desktop, Laptop",Mac OS,Over 3 years,MA,USA
2013,Harvard College,Engineering Sciences,n/a,Python,3,Male,18 to 24,"C, C++",Once per month,Laptop,Mac OS,1 to 3 years,NJ,USA
2013,DCE,Technology Management,Computer Science,C#,5,Male,25 to 44,"C++, Java, JavaScript, HTML / CSS, Ruby, SQL, VB / VBScript",Daily,"Desktop, Laptop","Windows 7, Mac OS, Linux / Unix",Over 3 years,CT,USA
2013,Harvard College,Chemical and Physical Biology,Computer Science,JavaScript,4,Male,18 to 24,"C, C++, HTML / CSS, PHP",Daily,Laptop,Windows 8,1 to 3 years,MO,USA
2013,Harvard College,none,none,Java,5,Male,45 to 64,"BASIC, C, C#, Java, JavaScript, HTML / CSS, LISP, Perl, Python, Ruby, SQL",Daily,"Desktop, Laptop","Mac OS, Linux / Unix",Over 3 years,MA,USA
2013,DCE,Information Technology,Digital Media Arts and Instructional Design,JavaScript,5,Male,25 to 44,"C, C++, Java, JavaScript, HTML / CSS, PHP, SQL",Daily,Laptop,Mac OS,Over 3 years,MA,USA
2013,DCE,ALM in IT,N/A,SQL,3,Female,25 to 44,"C, C++, Java, JavaScript, HTML / CSS, PHP, Python",Daily,Laptop,"Windows XP, Mac OS",1 to 3 years,NY,USA
2013,DCE,"ALM, software engineering",none,PHP,4,Male,45 to 64,"C, Java, JavaScript, HTML / CSS, SQL",Two or more times per month,"Desktop, Laptop","Windows 7, Mac OS, Linux / Unix",Over 3 years,MA,USA
2013,DCE,Biotechnology,Bioinformatics,Python,3,Male,25 to 44,"Java, Perl, R",Daily,"Desktop, Laptop","Mac OS, Linux / Unix",Over 3 years,MA,USA
2013,DCE,Visual Arts (ALM),none,PHP,4,Male,18 to 24,"JavaScript, HTML / CSS, PHP, SQL, VB / VBScript",Daily,"Desktop, Laptop","Windows XP, Windows 7, Mac OS",Over 3 years,MA,USA
2013,Harvard College,Chemistry & Physics,Computer Science,HTML / CSS,1,Male,18 to 24,"C, HTML / CSS, PHP, SQL",Less than once per month,Laptop,Windows 8,Less than 6 months,CA,USA
2013,DCE,Computer Science,None,Java,2,Female,25 to 44,"HTML / CSS, SQL, VB / VBScript",Less than once per month,"Desktop, Laptop","Windows XP, Windows 7, Mac OS",1 to 3 years,MA,USA
2013,Harvard College,Computer science,N/a,Python,4,Male,18 to 24,"C, Java, JavaScript, HTML / CSS, PHP, Python",Daily,Laptop,"Mac OS, Linux / Unix",1 to 3 years,CO,USA
2013,Harvard College,Computer Science,None,C,2,Female,18 to 24,"C, HTML / CSS",Less than once per month,Laptop,Mac OS,Less than 6 months,AK,USA
2013,Harvard College,Statistics,n/a,Java,5,Female,25 to 44,"Java, HTML / CSS, Python, VB / VBScript, R, Matlab",Less than once per month,Laptop,Mac OS,Over 3 years,NJ,USA
2013,DCE,IT,NONE,SQL,4,Male,18 to 24,"Java, SQL",Daily,Laptop,Windows 8,1 to 3 years,MA,USA
2013,Harvard College,Computer Science,n/a,Java,5,Male,Over 65,"C, C++, Java, JavaScript, HTML / CSS, PHP, Python, SQL",Weekly,Laptop,"Windows 7, Windows 8",1 to 3 years,CA,USA
2013,Harvard College,Computer Science,N/A,C,4,I prefer not to disclose,18 to 24,"C++, C#, Java, HTML / CSS, Perl, PHP, Python, SQL, VB / VBScript",Weekly,"Desktop, Laptop",Windows 8,1 to 3 years,FL,USA
2013,Harvard College,English,Computer Science,C,2,Female,18 to 24,"C, HTML / CSS, PHP, SQL",Less than once per month,Laptop,Mac OS,Less than 6 months,TX,USA
2013,Harvard College,History of Science,VES,HTML / CSS,2,Male,18 to 24,"C, PHP, SQL",Two or more times per month,Laptop,"Windows Vista, Mac OS",Between 6 months and 1 year,NJ,USA
2013,DCE,Computer Science,Strong background in stats,Java,4,Female,45 to 64,"C, Java",Two or more times per month,"Desktop, Laptop",Mac OS,Over 3 years,CO,USA
2013,Harvard College,Computer Science,Economics,C,4,Female,18 to 24,"JavaScript, HTML / CSS, PHP, Python, SQL",Daily,Laptop,Mac OS,1 to 3 years,Ontario,Canada
2013,Harvard College,Mechanical Engineering,Computer Science,C,1,Female,18 to 24,"HTML / CSS, PHP, SQL",Less than once per month,Laptop,"Windows 7, Mac OS",Less than 6 months,MA,USA
2013,Harvard College,History,East Asian Studies,Python,3,Male,18 to 24,"C, Java, JavaScript, HTML / CSS, Python",Weekly,"Desktop, Laptop","Windows 7, Linux / Unix",1 to 3 years,ID,USA
2013,Harvard College,Applied Math,Computer Science,C,2,Male,18 to 24,"JavaScript, HTML / CSS, PHP",Weekly,Laptop,Windows 8,1 to 3 years,PA,USA
2013,DCE,Master in Design Studies,Technology,C#,3,Female,25 to 44,"Python, VB / VBScript",Weekly,Laptop,"Windows 7, Mac OS",Less than 6 months,,Spain
2013,Harvard College,Social Studies,Computer Science,C,2,Female,18 to 24,"C, HTML / CSS, PHP",Less than once per month,Laptop,Mac OS,Between 6 months and 1 year,OH,
2013,DCE,Electronic Engineer,Planning to start the ALM IT,Java,4,Male,25 to 44,"BASIC, C, C++, C#, Java, JavaScript, HTML / CSS, PHP, SQL",Less than once per month,Laptop,Windows 7,Over 3 years,,Argentinia
2013,Harvard College,Computer Science,None,Python,5,Male,18 to 24,"C, C++, Java, JavaScript, HTML / CSS, PHP, Python",Weekly,Desktop,"Windows 8, Mac OS, Linux / Unix",1 to 3 years,NY,USA
2013,Harvard College,Mathematics,CSCI,JavaScript,4,Male,25 to 44,"Java, JavaScript, HTML / CSS, PHP, SQL",Daily,"Desktop, Laptop","Windows 8, Mac OS, Linux / Unix",1 to 3 years,IL,USA
2013,Harvard College,Computer Science,Economics,Java,4,Male,18 to 24,"C, JavaScript, HTML / CSS, PHP, SQL",Weekly,Laptop,"Windows 7, Linux / Unix",1 to 3 years,CA,USA
2013,Harvard College,Computer Science,None,C,5,Female,18 to 24,"C, C#, Java, PHP, Python, SQL, Ocaml",Weekly,"Desktop, Laptop","Windows 7, Windows 8, Linux / Unix",Over 3 years,MA,USA
2013,Harvard College,Computer Science,MBB,Python,4,Female,18 to 24,"C, Java, JavaScript, HTML / CSS, PHP, Python, SQL",Weekly,Laptop,"Windows 8, Mac OS",Over 3 years,FL,USA
2013,Harvard College,Social Studies,Computer Science,Java,5,Male,18 to 24,"C, C++, Java, JavaScript, HTML / CSS, PHP, Python, SQL",Weekly,Desktop,Windows 8,1 to 3 years,MI,USA
2013,Harvard College,Computer Science,Psychology,C,5,Male,18 to 24,"C, Java, JavaScript, HTML / CSS, PHP, Python, SQL",Daily,"Desktop, Laptop","Windows 7, Mac OS, Linux / Unix",1 to 3 years,CO,USA
2013,Harvard College,Computer Science,none,C,4,Female,18 to 24,"C, Java, JavaScript, HTML / CSS, PHP, SQL",Weekly,Laptop,Mac OS,1 to 3 years,TX,USA
2013,DCE,ALM Information Management Systems,N/A,C++,4,Male,25 to 44,"C++, Java, JavaScript, HTML / CSS, PHP, SQL",Less than once per month,"Desktop, Laptop","Windows XP, Windows Vista, Mac OS",Over 3 years,MA,USA
2013,DCE,Math,IT,Java,3,Male,25 to 44,"JavaScript, HTML / CSS, PHP",Once per month,"Desktop, Laptop",Windows 7,Over 3 years,MA,USA
2013,DCE,Information Technology,na,PHP,3,Male,25 to 44,"C#, Java, JavaScript, HTML / CSS, PHP, SQL",Once per month,Laptop,Windows 7,1 to 3 years,UT,USA
2013,Harvard College,Design & Technology,NA,HTML / CSS,3,Female,25 to 44,"C#, JavaScript, HTML / CSS, PHP, Ruby",Weekly,Laptop,"Windows 7, Mac OS",Between 6 months and 1 year,,
2013,Harvard College,computer science,n/a,JavaScript,3,Male,18 to 24,"C, HTML / CSS, PHP, SQL",Two or more times per month,Laptop,Mac OS,Between 6 months and 1 year,CT,USA
2013,Harvard College,"Mechanical Engineering, Bachelor of Science",Computer Science,PHP,3,Male,18 to 24,"JavaScript, HTML / CSS, PHP, SQL",Weekly,Laptop,Mac OS,1 to 3 years,IL,USA
2013,Harvard College,Computer Science,None,Python,3,Male,18 to 24,"C, JavaScript, HTML / CSS, Python, SQL",Once per month,Laptop,Mac OS,Between 6 months and 1 year,CA,USA
2013,Harvard College,Economics,Government,C,3,Male,18 to 24,PHP,Two or more times per month,Laptop,Windows 8,Less than 6 months,CA,USA
2013,DCE,M.A. Information Technology ,Information Management Systems,Python,5,Male,25 to 44,"C, Java, Python, SQL, VB / VBScript, SAS,R",Daily,Laptop,Mac OS,Over 3 years,MA,USA
2013,Harvard College,Statistics,Computer Science,C,2,Female,18 to 24,HTML / CSS,Two or more times per month,Laptop,Windows 7,Less than 6 months,,USA
2013,DCE,ALM-IT,Digital Media and Instructional Design,Java,1,Male,25 to 44,HTML / CSS,Less than once per month,Desktop,Windows 7,Less than 6 months,OH,USA
2013,DCE,Information Technology,none,C#,3,Male,25 to 44,"C#, JavaScript, HTML / CSS, PHP, SQL",Weekly,"Desktop, Laptop","Windows 7, Linux / Unix",Over 3 years,DC,USA
2013,Harvard College,Computer Science,N/A,PHP,4,Male,18 to 24,"C, JavaScript, HTML / CSS, PHP, Python, SQL",Weekly,Desktop,Mac OS,1 to 3 years,GA,USA
2013,DCE,Information Management Systems,n/a,PHP,4,Male,18 to 24,"JavaScript, HTML / CSS, PHP",Less than once per month,Laptop,Windows 7,1 to 3 years,NH,USA
2013,Harvard College,Instructional Design,none ,VB / VBScript,3,Male,25 to 44,"HTML / CSS, PHP, Python, SQL, VB / VBScript",Weekly,"Desktop, Laptop","Windows XP, Windows 7, Mac OS",1 to 3 years,NY,USA
2013,Harvard College,None- Taking through Extension school for fun!,None,Python,1,Female,25 to 44,JavaScript,Less than once per month,"Desktop, Laptop","Windows XP, Mac OS",Between 6 months and 1 year,MA,USA
2013,DCE,ALM in IT,none,C#,5,Male,25 to 44,"C#, Java, JavaScript, HTML / CSS, PHP, SQL",Daily,Laptop,Mac OS,Over 3 years,MA,USA
2013,Harvard College,Economics,Computer Science,C,3,Male,18 to 24,"C, LISP, PHP, SQL",Less than once per month,Laptop,Mac OS,1 to 3 years,NY,USA
2013,Harvard College,VES,Computer Science,C++,3,Male,18 to 24,"C, C++, JavaScript, HTML / CSS, PHP, SQL",Two or more times per month,"Desktop, Laptop",Mac OS,1 to 3 years,CA,USA
2013,DCE,Computer Science,none,HTML / CSS,2,Male,25 to 44,Java,Less than once per month,Laptop,Mac OS,Between 6 months and 1 year,ME,USA
2013,Harvard College,Psychology,Computer Science,JavaScript,3,Male,18 to 24,"C, HTML / CSS, PHP, SQL",Two or more times per month,Laptop,Mac OS,1 to 3 years,PA,USA
2013,DCE,ALM in Information Technology,(none),JavaScript,5,Female,45 to 64,"C, Java, HTML / CSS, Cache' ObjectScript",Daily,Laptop,"Windows 7, Mac OS",Over 3 years,USA,USA
2013,Harvard College,Urban Planning and Design,Environmental Planning,VB / VBScript,2,Male,25 to 44,"HTML / CSS, VB / VBScript",Once per month,"Desktop, Laptop","Windows 7, Mac OS",Between 6 months and 1 year,CT,USA
2013,Harvard College,Computer Science,Chemistry (Possibly),C,5,Male,18 to 24,"C, Java, JavaScript, HTML / CSS, PHP, VB / VBScript, OCaml, and Objective-C",Daily,Laptop,"Windows 7, Mac OS, Linux / Unix",Over 3 years,MI,USA
2013,Harvard College,neurobiology,computer science,C,3,Female,18 to 24,"C, JavaScript, HTML / CSS, PHP, Python",Less than once per month,Laptop,Windows 7,1 to 3 years,MA,USA
2013,Harvard College,Physics and Mathematics,Computer Science,PHP,4,Male,18 to 24,"C, Java, JavaScript, HTML / CSS, PHP, SQL",Less than once per month,Laptop,Windows 7,1 to 3 years,,India
2013,Harvard College,Economics,Computer Science,C,3,Male,18 to 24,"JavaScript, Ruby",Two or more times per month,Laptop,Mac OS,Between 6 months and 1 year,,Israel
2013,Harvard College,CS,N/A,Java,3,Male,18 to 24,"C, HTML / CSS",Weekly,Laptop,"Windows 7, Mac OS",Between 6 months and 1 year,CA,USA
2013,Harvard College,Economics,Computer Science,Python,5,Male,18 to 24,"C, JavaScript, HTML / CSS, Python, SQL",Daily,Laptop,"Windows 8, Mac OS, Linux / Unix",Over 3 years,NY,USA
2013,Harvard College,Human Evolutionary Biology,Computer Science (Hopefully),C,1,Male,18 to 24,"HTML / CSS, PHP, SQL",Less than once per month,Laptop,Mac OS,Less than 6 months,TX,USA
2013,Harvard College,MCB,n/a,PHP,4,Male,18 to 24,"C, JavaScript, HTML / CSS, PHP, SQL",Weekly,Laptop,Windows 7,1 to 3 years,MI,USA
2013,Harvard College,MDesS Technology,none,C#,2,Male,18 to 24,VB / VBScript,Weekly,"Desktop, Laptop","Windows 8, Mac OS",Less than 6 months,CA,USA
2013,DCE,CS,None,Java,4,Male,25 to 44,"HTML / CSS, Python, Ruby",Weekly,"Desktop, Laptop","Windows XP, Mac OS",1 to 3 years,West Yorkshire,UK
2013,DCE,Information Technology,"Japanese (B.A.), Philosophy (M.A.)",HTML / CSS,3,Male,25 to 44,"BASIC, C, PHP, AS3",Two or more times per month,Laptop,Windows 7,Between 6 months and 1 year,MA,USA
2013,Harvard College,Neurobiology,Computer Science,Python,5,Male,18 to 24,"C, JavaScript, HTML / CSS, PHP, Python",Daily,Laptop,Mac OS,Over 3 years,MD,USA
2013,DCE,Digital media arts and instructional design,none,HTML / CSS,2,Female,18 to 24,"Java, JavaScript, PHP",Weekly,"Desktop, Laptop","Windows 7, Mac OS",Between 6 months and 1 year,MA,USA
2013,DCE,Computer Science,N/,C,4,I prefer not to disclose,I prefer not to disclose,"BASIC, C, C++, JavaScript, HTML / CSS, PHP, SQL",Weekly,"Desktop, Laptop","Windows 7, Windows 8, Mac OS, Linux / Unix",Over 3 years,CA,USA
2013,Harvard College,Statistics (PhD),-,C++,3,Female,25 to 44,R,Weekly,Laptop,Mac OS,Over 3 years,DF,Mexico
2013,DCE,interactive media and computer science,mechatronics,C++,4,Male,25 to 44,"C, C#, HTML / CSS, Python",Daily,"Desktop, Laptop","Windows 7, Mac OS",Over 3 years,Bavaria,Germany
2013,Harvard College,Media Arts and Sciences,--,Python,5,Female,I prefer not to disclose,"Java, JavaScript, HTML / CSS, SQL",Weekly,Laptop,Mac OS,1 to 3 years,,
2013,Harvard College,Computer science,Statistics (?),Python,4,Female,18 to 24,"C, C++, Java, HTML / CSS, Perl, PHP, Python, SQL",Weekly,"Desktop, Laptop","Mac OS, Linux / Unix",1 to 3 years,GA,USA
2013,Harvard College,doctoral candidate in Human Development and Education,n/a,HTML / CSS,2,Female,25 to 44,"C#, HTML / CSS, SQL",Less than once per month,Laptop,Mac OS,1 to 3 years,MA,USA
2013,Harvard College,Computer Science,Visual & Environmental Studies,C,3,Female,18 to 24,"JavaScript, HTML / CSS, PHP, SQL",Once per month,Laptop,Mac OS,1 to 3 years,CA,USA
2013,Harvard College,Psychology,Computer Science,JavaScript,2,Female,18 to 24,"C, C++, Java, JavaScript, HTML / CSS, SQL",Less than once per month,Laptop,Mac OS,1 to 3 years,TX,USA
2013,DCE,BS in Political Science,none,Python,3,Male,25 to 44,"C#, Perl, SQL, A little Processing/D3",Weekly,Laptop,Mac OS,1 to 3 years,MA,USA
